ACQ_CHARTAGENT,ACQ_CLASS_TYPE_DESC,ACQ_CNTYNAME,ACQ_CNTYNUM,ACQ_FDICREGION,ACQ_FDICREGION_DESC,ACQ_INSTNAME,ACQ_ORGTYPE_NUM,ACQ_ORG_EFF_DTE,ACQ_PADDR,ACQ_PCITY,ACQ_PSTALP,ACQ_PSTNUM,ACQ_PZIP5,ACQ_PZIPREST,ACQ_REGAGENT,CHANGECODE_DESC_LONG,EFFDATE,EFFYEAR,OUT_CNTYNAME,OUT_CNTYNUM,OUT_FDICREGION,OUT_FDICREGION_DESC,OUT_INSTNAME,OUT_ORGTYPE_NUM,OUT_PADDR,OUT_PCITY,OUT_PSTALP,OUT_PSTNUM,OUT_PZIP5,OUT_PZIPREST,OUT_REGAGENT,PROCYEAR,PSTALP,REGAGENT,SUR_CHARTAGENT,SUR_CNTYNAME,SUR_CNTYNUM,SUR_FDICREGION,SUR_FDICREGION_DESC,SUR_CNTYNUM,SUR_MADDR,SUR_MCITY,SUR_MSTALP,SUR_MSTATE,SUR_MZIP5,SUR_ORGTYPE_NUM,SUR_INSTNAME,SUR_PADDR,SUR_PCITY,SUR_PSTALP,SUR_PSTNUM,SUR_PZIP5,SUR_PZIPREST,SUR_REGAGENT,
STATE,Commercial,COOK,31,9,CHICAGO,Wintrust Bank,10,2015-12-31T00:00:00,231 SOUTH LA SALLE STREET,CHICAGO,IL,17,60604,0,FED,"Merged and became part of Wintrust Bank (33935) in Chicago, IL. ",2018-08-01T00:00:00,2018,COOK,31,9,CHICAGO,Delaware Place Bank,10,190 EAST DELAWARE PLACE,CHICAGO,IL,17,60611,0,FDIC,2018,IL,FED,STATE,COOK,31,9,CHICAGO,Wintrust Bank,1145 WILMETTE AVENUE,WILMETTE,IL,ILLINOIS,60091,10,Wintrust Bank,231 SOUTH LA SALLE STREET,CHICAGO,IL,17,60604,0,FED,
STATE,Commercial,DALLAS,113,13,DALLAS,PlainsCapital Bank,10,2016-06-10T00:00:00,2323 VICTORY AVENUE,DALLAS,TX,48,75219,0,FED,"Merged and became part of PlainsCapital Bank (17491) in Dallas, TX. ",2018-08-01T00:00:00,2018,HARRIS,201,13,DALLAS,The Bank of River Oaks,10,2929 KIRBY DRIVE,HOUSTON,TX,48,77098,0,FDIC,2018,TX,FED,STATE,DALLAS,113,13,DALLAS,PlainsCapital Bank,6565 Hillcrest Ave,University Park,TX,TEXAS,75205,10,PlainsCapital Bank,2323 VICTORY AVENUE,DALLAS,TX,48,75219,0,FED,
STATE,Commercial,BUTLER,15,11,KANSAS CITY,Equity Bank,10,2017-10-23T00:00:00,345 NORTH ANDOVER ROAD,ANDOVER,KS,20,67002,0,FED,"Merged and became part of Equity Bank (25858) in Andover, KS. ",2018-08-24T00:00:00,2018,TEXAS,139,11,KANSAS CITY,City Bank and Trust Company,10,601 NORTH MAIN STREET,GUYMON,OK,40,73942,0,FED,2018,KS,FED,STATE,BUTLER,15,11,KANSAS CITY,Equity Bank,PO BOX 730,ANDOVER,KS,KANSAS,67002,10,Equity Bank,345 NORTH ANDOVER ROAD,ANDOVER,KS,20,67002,0,FED,
STATE,Commercial,TULSA,143,13,DALLAS,Mabrey Bank,10,2017-07-18T00:00:00,14821 SOUTH MEMORIAL,BIXBY,OK,40,74008,0,FED,"Merged and became part of Mabrey Bank (10667) in Bixby, OK. ",2018-08-25T00:00:00,2018,OKMULGEE,111,13,DALLAS,The Morris State Bank,10,800 WEST OZARK STREET,MORRIS,OK,40,74445,0,FED,2018,OK,FED,STATE,TULSA,143,13,DALLAS,Mabrey Bank,PO BOX 130,BIXBY,OK,OKLAHOMA,74008,10,Mabrey Bank,14821 SOUTH MEMORIAL,BIXBY,OK,40,74008,0,FED,
STATE,N/A,STEPHENSON,177,9,CHICAGO,MICRO SWITCH EMPLOYEES CREDIT UNION,140,1997-03-01T00:00:00,455 WEST STEPHENSON STREET,FREEPORT,IL,17,61032,0,NCUA,"Merged and became part of MICRO SWITCH EMPLOYEES CREDIT UNION (41508) in Freeport, IL. The successor institution was not FDIC-insured.",2018-08-01T00:00:00,2018,CARROLL,15,9,CHICAGO,MILLEDGEVILLE COMMUNITY CREDIT UNION,140,334 MAIN AVE,MILLEDGEVILLE,IL,17,61051,0,NCUA,2018,IL,NCUA,STATE,STEPHENSON,177,9,CHICAGO,CORNERSTONE CREDIT UNION,550 W MEADOWS DR,FREEPORT,IL,ILLINOIS,61032,140,CORNERSTONE CREDIT UNION,550 W MEADOWS DR,FREEPORT,IL,17,61032,0,NCUA,
STATE,N/A,BOYD,19,9,CHICAGO,MEMBERS CHOICE CREDIT UNION,140,1995-04-03T00:00:00,145 RUSSELL RD,ASHLAND,KY,21,41101,,NCUA,"Merged and became part of MEMBERS CHOICE CREDIT UNION (50538) in Ashland, KY. The successor institution was not FDIC-insured.",2018-08-01T00:00:00,2018,CARTER,43,9,CHICAGO,NORTH EAST KENTUCKY CAP FEDERAL CREDIT UNION,140,539 Hitchins Ave,OLIVE HILL,KY,21,41164,,NCUA,2018,KY,NCUA,STATE,BOYD,19,9,CHICAGO,MEMBERS CHOICE CREDIT UNION,U.S. HIGHWAY 23 WEST,ASHLAND,KY,KENTUCKY,41105,140,MEMBERS CHOICE CREDIT UNION,145 RUSSELL RD,ASHLAND,KY,21,41101,,NCUA,
NCUA,N/A,EL PASO,141,13,DALLAS,ONE SOURCE FEDERAL CREDIT UNION,140,2008-12-31T00:00:00,8870 GAZELLE DRIVE,EL PASO,TX,48,79925,5832,NCUA,"Merged and became part of ONE SOURCE FEDERAL CREDIT UNION (37437) in El Paso, TX. The successor institution was not FDIC-insured.",2018-08-30T00:00:00,2018,EL PASO,141,13,DALLAS,TIP OF TEXAS  FEDERAL CREDIT UNION,140,11501 GATEWAY BLVD. WEST,EL PASO,TX,48,79936,0,NCUA,2018,TX,NCUA,NCUA,EL PASO,141,13,DALLAS,ONE SOURCE FEDERAL CREDIT UNION,8870 GAZELLE DRIVE,EL PASO,TX,TEXAS,79925,140,ONE SOURCE FEDERAL CREDIT UNION,8870 GAZELLE DRIVE,EL PASO,TX,48,79925,5832,NCUA,
NCUA,N/A,HONOLULU,3,14,SAN FRANCISCO,Aloha Pacific Federal Credit Union,140,2008-12-31T00:00:00,832 SOUTH HOTEL STREET,HONOLULU,HI,15,96813,,NCUA,"Merged and became part of Aloha Pacific Federal Credit Union (39202) in Honolulu, HI. The successor institution was not FDIC-insured.",2018-08-01T00:00:00,2018,KAUAI,7,14,SAN FRANCISCO,KEKAHA FEDERAL CREDIT UNION,140,8254 KEKAHA RD,KEKAHA,HI,15,96752,,NCUA,2018,HI,NCUA,NCUA,HONOLULU,3,14,SAN FRANCISCO,ALOHA PACIFIC FEDERAL CREDIT UNION,832 SOUTH HOTEL STREET,HONOLULU,HI,HAWAII,96813,140,ALOHA PACIFIC FEDERAL CREDIT UNION,832 SOUTH HOTEL STREET,HONOLULU,HI,15,96813,0,NCUA,
STATE,Commercial,DANE,25,9,CHICAGO,Oregon Community Bank,10,2017-04-13T00:00:00,733 NORTH MAIN STREET,OREGON,WI,55,53575,0,FED,"Merged and became part of Oregon Community Bank (22334) in Oregon, WI. ",2018-09-01T00:00:00,2018,ADAMS,1,9,CHICAGO,Grand Marsh State Bank,10,643 COUNTY ROAD E,GRAND MARSH,WI,55,53936,0,FDIC,2018,WI,FED,STATE,DANE,25,9,CHICAGO,Oregon Community Bank,733 North Main Street,Oregon,WI,WISCONSIN,53575,10,Oregon Community Bank,733 NORTH MAIN STREET,OREGON,WI,55,53575,0,FED,
STATE,Commercial,SAN BERNARDINO,71,14,SAN FRANCISCO,Citizens Business Bank,10,2015-07-29T00:00:00,701 NORTH HAVEN AVENUE,ONTARIO,CA,6,91764,0,FDIC,"Merged and became part of Citizens Business Bank (21716) in Ontario, CA. ",2018-08-10T00:00:00,2018,LOS ANGELES,37,14,SAN FRANCISCO,Community Bank,10,460 SIERRA MADRE VILLA AVENUE,PASADENA,CA,6,91107,0,FDIC,2018,CA,FDIC,STATE,SAN BERNARDINO,71,14,SAN FRANCISCO,Citizens Business Bank,P.O. BOX  51000,ONTARIO,CA,CALIFORNIA,91761,10,Citizens Business Bank,701 NORTH HAVEN AVENUE,ONTARIO,CA,6,91764,0,FDIC,
OCC,Savings,MINNEHAHA,99,11,KANSAS CITY,MetaBank,115,2015-10-10T00:00:00,5501 SOUTH BROADBAND LANE,SIOUX FALLS,SD,46,57108,0,OCC,"Merged and became part of MetaBank (30776) in Sioux Falls, SD. ",2018-08-01T00:00:00,2018,OAKLAND,125,9,CHICAGO,Crestmark Bank,10,"5480 CORPORATE DRIVE, SUITE 350",TROY,MI,26,48098,0,FDIC,2018,SD,OCC,OCC,MINNEHAHA,99,11,KANSAS CITY,MetaBank,5501 SOUTH BROADBAND LANE,SIOUX FALLS,SD,SOUTH DAKOTA,57108,115,MetaBank,5501 SOUTH BROADBAND LANE,SIOUX FALLS,SD,46,57108,0,OCC,
NCUA,N/A,HONOLULU,3,14,SAN FRANCISCO,HAWAIIAN TELEPHONE EMPLOYEES FEDERAL CREDIT UNION,140,2017-11-01T00:00:00,1138 N King St,Honolulu,HI,15,96817,,NCUA,"Merged and became part of HAWAIIAN TELEPHONE EMPLOYEES FEDERAL CREDIT UNION (38085) in Honolulu, HI. The successor institution was not FDIC-insured.",2018-09-01T00:00:00,2018,HONOLULU,3,14,SAN FRANCISCO,TIMES FEDERAL CREDIT UNION,140,"2153 NORTH KING STREET, 2ND FLOOR",HONOLULU,HI,15,96819,,NCUA,2018,HI,NCUA,NCUA,HONOLULU,3,14,SAN FRANCISCO,HAWAIIAN FINANCIAL FEDERAL CREDIT UNION,1138 NORTH KING STREET,HONOLULU,HI,HAWAII,96817,140,HAWAIIAN FINANCIAL FEDERAL CREDIT UNION,1138 N King St,Honolulu,HI,15,96817,0,NCUA,
NCUA,N/A,CAMBRIA,21,2,NEW YORK,G.A.P. FEDERAL CREDIT UNION,140,1996-07-29T00:00:00,111 FRANKLIN STREET,JOHNSTOWN,PA,42,15901,1876,NCUA,"Merged and became part of G.A.P. FEDERAL CREDIT UNION (54657) in Johnstown, PA. The successor institution was not FDIC-insured.",2018-09-04T00:00:00,2018,WESTMORELAND,129,2,NEW YORK,TEAMSTERS LOCAL 30 FEDERAL CREDIT UNION,140,1217 LEWIS AVENUE,JEANNETTE,PA,42,15644,126,NCUA,2018,PA,NCUA,NCUA,CAMBRIA,21,2,NEW YORK,G.A.P. FEDERAL CREDIT UNION,111 FRANKLIN STREET,JOHNSTOWN,PA,PENNSYLVANIA,15901,140,G.A.P. FEDERAL CREDIT UNION,111 FRANKLIN STREET,JOHNSTOWN,PA,42,15901,1876,NCUA,
NCUA,N/A,PENNINGTON,103,11,KANSAS CITY,HIGHMARK FEDERAL CREDIT UNION,140,2000-03-10T00:00:00,725 FIFTH STREET,RAPID CITY,SD,46,57701,0,NCUA,"Merged and became part of HIGHMARK FEDERAL CREDIT UNION (44301) in Rapid City, SD. The successor institution was not FDIC-insured.",2018-09-01T00:00:00,2018,BUTTE,19,11,KANSAS CITY,SIMPLY SERVICE FEDERAL CREDIT UNION,140,1842 5TH AVENUE,BELLE FOURCHE,SD,46,57717,0,NCUA,2018,SD,NCUA,NCUA,PENNINGTON,103,11,KANSAS CITY,HIGHMARK FEDERAL CREDIT UNION,725 FIFTH STREET,RAPID CITY,SD,SOUTH DAKOTA,57701,140,HIGHMARK FEDERAL CREDIT UNION,725 FIFTH STREET,RAPID CITY,SD,46,57701,0,NCUA,
OCC,Commercial,CHARLOTTESVILLE CITY,540,5,ATLANTA,Virginia National Bank,10,2006-03-31T00:00:00,222 EAST MAIN STREET,CHARLOTTESVILLE,VA,51,22902,0,OCC,"Merged and became part of Virginia National Bank (34755) in Charlottesville, VA. ",2018-07-01T00:00:00,2018,CHARLOTTESVILLE CITY,540,5,ATLANTA,"VNBTRUST, NATIONAL ASSOCIATION",310,310 4TH STREET NE SUITE 102,CHARLOTTESVILLE,VA,51,22902,5299,OCC,2018,VA,OCC,OCC,CHARLOTTESVILLE CITY,540,5,ATLANTA,Virginia National Bank,P.O. BOX 2853,CHARLOTTESVILLE,VA,VIRGINIA,22902,10,Virginia National Bank,222 EAST MAIN STREET,CHARLOTTESVILLE,VA,51,22902,0,OCC,
OCC,Commercial,GRAYSON,77,5,ATLANTA,SKYLINE NATIONAL BANK,10,2017-03-13T00:00:00,113 WEST MAIN STREET,INDEPENDENCE,VA,51,24348,0,OCC,"Merged and became part of SKYLINE NATIONAL BANK (6861) in Independence, VA. ",2018-07-01T00:00:00,2018,WILKES,193,5,ATLANTA,Great State Bank,10,1422 US HIGHWAY 421,WILKESBORO,NC,37,28697,0,FED,2018,VA,OCC,OCC,GRAYSON,77,5,ATLANTA,SKYLINE NATIONAL BANK,P.O. BOX 186,INDEPENDENCE,VA,VIRGINIA,24348,10,SKYLINE NATIONAL BANK,113 WEST MAIN STREET,INDEPENDENCE,VA,51,24348,0,OCC,
STATE,Savings,ESSEX,9,2,NEW YORK,Salem Five Cents Savings Bank,115,2017-05-23T00:00:00,71 WASHINGTON STREET,SALEM,MA,25,1970,0,FDIC,"Merged and became part of Salem Five Cents Savings Bank (23296) in Salem, MA. ",2018-08-17T00:00:00,2018,MIDDLESEX,17,2,NEW YORK,Sage Bank,135,18 HURD STREET,LOWELL,MA,25,1852,0,FDIC,2018,MA,FDIC,STATE,ESSEX,9,2,NEW YORK,Salem Five Cents Savings Bank,210 ESSEX STREET,SALEM,MA,MASSACHUSETTS,1970,115,Salem Five Cents Savings Bank,71 WASHINGTON STREET,SALEM,MA,25,1970,0,FDIC,
NCUA,N/A,SUFFOLK,103,2,NEW YORK,TEACHERS FEDERAL CREDIT UNION,140,1982-01-18T00:00:00,2410 NORTH OCEAN AVENUE,FARMINGVILLE,NY,36,11738,,NCUA,"Merged and became part of TEACHERS FEDERAL CREDIT UNION (44868) in Farmingville, NY. The successor institution was not FDIC-insured.",2018-08-31T00:00:00,2018,QUEENS,81,2,NEW YORK,MELROSE CREDIT UNION,140,58-25 QUEENS BLVD.,WOODSIDE,NY,36,11377,,NCUA,2018,NY,NCUA,NCUA,SUFFOLK,103,2,NEW YORK,TEACHERS FEDERAL CREDIT UNION,2410 NORTH OCEAN AVENUE,FARMINGVILLE,NY,NEW YORK,11738,140,TEACHERS FEDERAL CREDIT UNION,2410 NORTH OCEAN AVENUE,FARMINGVILLE,NY,36,11738,,NCUA,
NCUA,N/A,DISTRICT OF COLUMBIA,1,2,NEW YORK,OAS STAFF FEDERAL CREDIT UNION,140,1979-12-31T00:00:00,1889 F STREET N.W.,WASHINGTON,DC,11,20001,,NCUA,"Merged and became part of OAS STAFF FEDERAL CREDIT UNION (51956) in Washington, DC. The successor institution was not FDIC-insured.",2018-09-01T00:00:00,2018,DISTRICT OF COLUMBIA,1,2,NEW YORK,NATIONAL GEOGRAPHIC SOCIETY FEDERAL CREDIT UNION,140,"1145 17TH STREET, NW",WASHINGTON,DC,11,20036,0,NCUA,2018,DC,NCUA,NCUA,DISTRICT OF COLUMBIA,1,2,NEW YORK,O.A.S. STAFF FEDERAL CREDIT UNION,1889 F Street N.W.,Washington,DC,DISTRICT OF COLUMBIA,20001,140,O.A.S. STAFF FEDERAL CREDIT UNION,1889 F Street N.W.,Washington,DC,11,20001,,NCUA,
STATE,Commercial,WAYNE,231,9,CHICAGO,The Monticello Banking Company,10,2017-03-18T00:00:00,50 NORTH MAIN,MONTICELLO,KY,21,42633,0,FED,"Merged and became part of The Monticello Banking Company (292) in Monticello, KY. ",2018-09-08T00:00:00,2018,BOYLE,21,9,CHICAGO,Bluegrass Community Bank,10,113 SMOKY WAY,DANVILLE,KY,21,40422,8727,FDIC,2018,KY,FED,STATE,WAYNE,231,9,CHICAGO,The Monticello Banking Company,50 MAIN STREET,MONTICELLO,KY,KENTUCKY,42633,10,The Monticello Banking Company,50 NORTH MAIN,MONTICELLO,KY,21,42633,0,FED,
OCC,Commercial,COLES,29,9,CHICAGO,"First Mid Bank & Trust, National Association",10,2018-06-25T00:00:00,1515 CHARLESTON AVENUE,MATTOON,IL,17,61938,0,OCC,"Merged and became part of First Mid Bank & Trust, National Association (3705) in Mattoon, IL. ",2018-08-10T00:00:00,2018,EDGAR,45,9,CHICAGO,"First Bank & Trust,",10,101 SOUTH CENTRAL AVENUE,PARIS,IL,17,61944,0,FDIC,2018,IL,OCC,OCC,COLES,29,9,CHICAGO,"First Mid Bank & Trust, National Association",P.O. BOX 499,MATTOON,IL,ILLINOIS,61938,10,"First Mid Bank & Trust, National Association",1515 CHARLESTON AVENUE,MATTOON,IL,17,61938,0,OCC,
OCC,Commercial,GREENE,55,13,DALLAS,First National Bank,10,2015-06-15T00:00:00,200 WEST COURT STREET,PARAGOULD,AR,5,72450,0,OCC,"Merged and became part of First National Bank (3887) in Paragould, AR. ",2018-08-01T00:00:00,2018,PULASKI,119,13,DALLAS,"One Bank & Trust, National Association",10,300 WEST CAPITOL AVENUE,LITTLE ROCK,AR,5,72201,0,OCC,2018,AR,OCC,OCC,GREENE,55,13,DALLAS,First National Bank,P.O. BOX  700,PARAGOULD,AR,ARKANSAS,72450,10,First National Bank,200 WEST COURT STREET,PARAGOULD,AR,5,72450,0,OCC,
STATE,Commercial,HIDALGO,215,13,DALLAS,Rio Bank,10,2018-07-11T00:00:00,1655 NORTH 23RD STREET,MCALLEN,TX,48,78502,0,FDIC,"Merged and became part of Rio Bank (25886) in Mcallen, TX. ",2018-08-31T00:00:00,2018,HIDALGO,215,13,DALLAS,Elsa State Bank and Trust Company,10,300 WEST EDINBURG AVENUE,ELSA,TX,48,78543,0,FDIC,2018,TX,FDIC,STATE,HIDALGO,215,13,DALLAS,Rio Bank,P.O. BOX 4169,MCALLEN,TX,TEXAS,78502,10,Rio Bank,1655 NORTH 23RD STREET,MCALLEN,TX,48,78502,0,FDIC,
STATE,Commercial,OKLAHOMA,109,13,DALLAS,BancFirst,10,2014-01-24T00:00:00,"101 NORTH BROADWAY, SUITE 200",OKLAHOMA CITY,OK,40,73102,0,FDIC,"Merged and became part of BancFirst (27476) in Oklahoma City, OK. ",2018-09-07T00:00:00,2018,LINCOLN,81,13,DALLAS,First Bank of Chandler,10,902 MANVEL AVENUE,CHANDLER,OK,40,74834,0,FED,2018,OK,FDIC,STATE,OKLAHOMA,109,13,DALLAS,BancFirst,"101 NORTH BROADWAY, SUITE 200",OKLAHOMA CITY,OK,OKLAHOMA,73102,10,BancFirst,"101 NORTH BROADWAY, SUITE 200",OKLAHOMA CITY,OK,40,73102,0,FDIC,
STATE,Commercial,FORD,53,9,CHICAGO,"Frederick Community Bank, The",10,2018-08-02T00:00:00,106 NORTH MARKET STREET,PAXTON,IL,17,60957,0,FDIC,"Merged and became part of Frederick Community Bank, The (10446) in Paxton, IL. ",2018-08-02T00:00:00,2018,FORD,53,9,CHICAGO,First National Bank in Paxton,10,106 NORTH MARKET STREET,PAXTON,IL,17,60957,0,OCC,2018,IL,FDIC,STATE,FORD,53,9,CHICAGO,"Frederick Community Bank, The",P.O. BOX 95,PAXTON,IL,ILLINOIS,60957,10,"Frederick Community Bank, The",106 NORTH MARKET STREET,PAXTON,IL,17,60957,0,FDIC,
STATE,Commercial,WHARTON,481,13,DALLAS,The First State Bank,10,2018-06-25T00:00:00,206 NORTH ST.,LOUISE,TX,48,77455,0,FDIC,"Merged and became part of The First State Bank (17588) in Louise, TX. ",2018-08-17T00:00:00,2018,REFUGIO,391,13,DALLAS,The First National Bank of Woodsboro,10,320 FIRST STREET,WOODSBORO,TX,48,78393,0,OCC,2018,TX,FDIC,STATE,WHARTON,481,13,DALLAS,The First State Bank,P.O. BOX  5,LOUISE,TX,TEXAS,77455,10,The First State Bank,206 NORTH ST.,LOUISE,TX,48,77455,0,FDIC,
OCC,Savings,SHAWNEE,177,11,KANSAS CITY,Capitol Federal Savings Bank,115,2011-07-21T00:00:00,700 S KANSAS AVE,TOPEKA,KS,20,66603,0,OCC,"Merged and became part of Capitol Federal Savings Bank (27981) in Topeka, KS. ",2018-08-31T00:00:00,2018,SHAWNEE,177,11,KANSAS CITY,Capital City Bank,10,3710 SOUTHWEST TOPEKA BOULEVARD,TOPEKA,KS,20,66609,0,FDIC,2018,KS,OCC,OCC,SHAWNEE,177,11,KANSAS CITY,Capitol Federal Savings Bank,700 KANSAS AVE,TOPEKA,KS,KANSAS,66603,115,Capitol Federal Savings Bank,700 S KANSAS AVE,TOPEKA,KS,20,66603,0,OCC,
STATE,Commercial,SEDGWICK,173,11,KANSAS CITY,Legacy Bank,10,2017-06-05T00:00:00,123 EAST CHICAGO,COLWICH,KS,20,67030,0,FDIC,"Merged and became part of Legacy Bank (17676) in Colwich, KS. ",2018-09-10T00:00:00,2018,PRATT,151,11,KANSAS CITY,First National Bank in Pratt,10,223 SOUTH MAIN STREET,PRATT,KS,20,67124,2714,OCC,2018,KS,FDIC,STATE,SEDGWICK,173,11,KANSAS CITY,Legacy Bank,P.O. BOX  68,COLWICH,KS,KANSAS,67030,10,Legacy Bank,123 EAST CHICAGO,COLWICH,KS,20,67030,0,FDIC,
STATE,Commercial,DODGE,27,9,CHICAGO,American Bank of Beaver Dam,10,2018-04-03T00:00:00,115 FRONT STREET,BEAVER DAM,WI,55,53916,0,FDIC,"Merged and became part of American Bank of Beaver Dam (5283) in Beaver Dam, WI. ",2018-08-27T00:00:00,2018,JUNEAU,57,9,CHICAGO,The Necedah Bank,10,212 MAIN STREET,NECEDAH,WI,55,54646,0,FDIC,2018,WI,FDIC,STATE,DODGE,27,9,CHICAGO,American Bank of Beaver Dam,115 FRONT STREET,BEAVER DAM,WI,WISCONSIN,53916,10,American Bank of Beaver Dam,115 FRONT STREET,BEAVER DAM,WI,55,53916,0,FDIC,
STATE,Commercial,FRANKLIN,71,11,KANSAS CITY,Bank Star,10,2006-03-31T00:00:00,1999 WEST OSAGE STREET,PACIFIC,MO,29,63069,0,FDIC,"Merged and became part of Bank Star (21897) in Pacific, MO. ",2018-08-27T00:00:00,2018,JEFFERSON,99,11,KANSAS CITY,Bank of Hillsboro,10,10625 HIGHWAY 21,HILLSBORO,MO,29,63050,0,FED,2018,MO,FDIC,STATE,FRANKLIN,71,11,KANSAS CITY,Bank Star,1999 WEST OSAGE STREET,PACIFIC,MO,MISSOURI,63069,10,Bank Star,1999 WEST OSAGE STREET,PACIFIC,MO,29,63069,0,FDIC,
STATE,Commercial,OHIO,69,5,ATLANTA,"WesBanco Bank, Inc.",10,2018-01-01T00:00:00,ONE BANK PLAZA,WHEELING,WV,54,26003,0,FDIC,"Merged and became part of WesBanco Bank, Inc. (803) in Wheeling, WV. ",2018-08-20T00:00:00,2018,FRANKLIN,73,9,CHICAGO,United Bank & Capital Trust Company,10,125 WEST MAIN ST,FRANKFORT,KY,21,40601,0,FED,2018,WV,FDIC,STATE,OHIO,69,5,ATLANTA,"WesBanco Bank, Inc.",ONE BANK PLAZA,WHEELING,WV,WEST VIRGINIA,26003,10,"WesBanco Bank, Inc.",ONE BANK PLAZA,WHEELING,WV,54,26003,0,FDIC,
STATE,Commercial,MIAMI-DADE,86,5,ATLANTA,Sunstate Bank,10,2007-03-07T00:00:00,14095 SOUTH DIXIE HIGHWAY,MIAMI,FL,12,33176,7222,FDIC,"Merged and became part of Sunstate Bank (34643) in Miami, FL. ",2018-08-31T00:00:00,2018,MIAMI-DADE,86,5,ATLANTA,Intercontinental Bank,10,5722 SOUTHWEST 8TH STREET,WEST MIAMI,FL,12,33144,0,FDIC,2018,FL,FDIC,STATE,MIAMI-DADE,86,5,ATLANTA,Sunstate Bank,14095 SOUTH DIXIE HIGHWAY,MIAMI,FL,FLORIDA,33176,10,Sunstate Bank,14095 SOUTH DIXIE HIGHWAY,MIAMI,FL,12,33176,7222,FDIC,
STATE,Commercial,CLARKE,25,5,ATLANTA,First US Bank,10,2017-09-29T00:00:00,"3291 U.S. HIGHWAY 280, STE 100",BIRMINGHAM,AL,1,35243,0,FDIC,"Merged and became part of First US Bank (17077) in Birmingham, AL. ",2018-08-31T00:00:00,2018,LEE,105,5,ATLANTA,The Peoples Bank,10,5499 DR. THOMAS WALKER ROAD,ROSE HILL,VA,51,24281,0,FDIC,2018,AL,FDIC,STATE,CLARKE,25,5,ATLANTA,First US Bank,3291 Highway 280 E,Birmingham,AL,ALABAMA,35243,10,First US Bank,"3291 U.S. HIGHWAY 280, STE 100",BIRMINGHAM,AL,1,35243,0,FDIC,
STATE,Commercial,SCOTTS BLUFF,157,11,KANSAS CITY,Platte Valley Bank,10,2012-01-01T00:00:00,1212 CIRCLE DRIVE,SCOTTSBLUFF,NE,31,69361,0,FED,"Merged and became part of Platte Valley Bank (34211) in Scottsbluff, NE. ",2018-09-15T00:00:00,2018,CHEYENNE,33,11,KANSAS CITY,"The American Bank of Sidney, Nebraska",10,901 10TH AVENUE,SIDNEY,NE,31,69162,0,FED,2018,NE,FED,STATE,SCOTTS BLUFF,157,11,KANSAS CITY,Platte Valley Bank,PO BOX 2308,SCOTTSBLUFF,NE,NEBRASKA,69363,10,Platte Valley Bank,1212 CIRCLE DRIVE,SCOTTSBLUFF,NE,31,69361,0,FED,
STATE,Commercial,ERIE,43,9,CHICAGO,Civista Bank,10,2018-01-01T00:00:00,100 EAST WATER STREET,SANDUSKY,OH,39,44870,0,FED,"Merged and became part of Civista Bank (12982) in Sandusky, OH. ",2018-09-15T00:00:00,2018,DEARBORN,29,9,CHICAGO,United Community Bank,115,92 WALNUT STREET,LAWRENCEBURG,IN,18,47025,0,OCC,2018,OH,FED,STATE,ERIE,43,9,CHICAGO,Civista Bank,100 EAST WATER STREET,SANDUSKY,OH,OHIO,44870,10,Civista Bank,100 EAST WATER STREET,SANDUSKY,OH,39,44870,0,FED,
OCC,Commercial,KAUFMAN,257,13,DALLAS,The American National Bank of Texas,10,2011-09-27T00:00:00,102 WEST MOORE AVE,TERRELL,TX,48,75160,0,OCC,"Merged and became part of The American National Bank of Texas (23474) in Terrell, TX. ",2018-09-07T00:00:00,2018,DALLAS,113,13,DALLAS,First State Bank,10,917 MILITARY PARKWAY,MESQUITE,TX,48,75149,0,FDIC,2018,TX,OCC,OCC,KAUFMAN,257,13,DALLAS,The American National Bank of Texas,P.O. BOX 40,TERRELL,TX,TEXAS,75160,10,The American National Bank of Texas,102 WEST MOORE AVE,TERRELL,TX,48,75160,0,OCC,
STATE,Commercial,CASS,17,11,KANSAS CITY,BankNorth,10,2018-07-20T00:00:00,340 MAIN STREET,ARTHUR,ND,38,58006,0,FDIC,"Merged and became part of BankNorth (8387) in Arthur, ND. ",2018-09-14T00:00:00,2018,BROWN,13,11,KANSAS CITY,"First State Bank of Warner, S. Dak.",10,1 MAIN STREET,WARNER,SD,46,57479,0,FED,2018,ND,FDIC,STATE,CASS,17,11,KANSAS CITY,BankNorth,P.O. BOX 98,ARTHUR,ND,NORTH DAKOTA,58006,10,BankNorth,340 MAIN STREET,ARTHUR,ND,38,58006,0,FDIC,
STATE,Savings,DALLAS,113,13,DALLAS,"TBK BANK, SSB",115,2018-09-08T00:00:00,"12700 PARK CENTRAL DRIVE, SUITE 1700",DALLAS,TX,48,75251,0,FDIC,"Merged and became part of TBK BANK, SSB (23498) in Dallas, TX. ",2018-09-08T00:00:00,2018,LA PLATA,67,13,DALLAS,The First National Bank of Durango,10,259 WEST NINTH STREET,DURANGO,CO,8,81302,0,OCC,2018,TX,FDIC,STATE,DALLAS,113,13,DALLAS,"TBK BANK, SSB","12700 PARK CENTRAL DRIVE, SUITE 1700",DALLAS,TX,TEXAS,75251,115,"TBK BANK, SSB","12700 PARK CENTRAL DRIVE, SUITE 1700",DALLAS,TX,48,75251,0,FDIC,
